Country,Country & Area Code, Rate/Minute ($A) 
India - Mobile - Privately Run,9181528, $0.05 
India - Mobile - Privately Run,9184420, $0.05 
India - Mobile - Privately Run,9186250, $0.05 
India - Mobile - Privately Run,9189658, $0.05 
India - Mobile - Privately Run,9172799, $0.05 
India - Mobile - Privately Run,9177439, $0.05 
India - Mobile - Privately Run,9181529, $0.05 
India - Mobile - Privately Run,9184428, $0.05 
India - Mobile - Privately Run,9186258, $0.05 
India - Mobile - Privately Run,9189659, $0.05 
India - Mobile - Privately Run,9172838, $0.05 
India - Mobile - Privately Run,9177440, $0.05 
India - Mobile - Privately Run,9181530, $0.05 
India - Mobile - Privately Run,9184429, $0.05 
India - Mobile - Privately Run,9186259, $0.05 
India - Mobile - Privately Run,9189660, $0.05 
India - Mobile - Privately Run,9172839, $0.05 
India - Mobile - Privately Run,9177448, $0.05 
India - Mobile - Privately Run,9181538, $0.05 
India - Mobile - Privately Run,9184430, $0.05 
India - Mobile - Privately Run,9186260, $0.05 
India - Mobile - Privately Run,9189668, $0.05 
India - Mobile - Privately Run,9172840, $0.05 
India - Mobile - Privately Run,9177449, $0.05 
India - Mobile - Privately Run,9181539, $0.05 
India - Mobile - Privately Run,9184438, $0.05 
India - Mobile - Privately Run,9186299, $0.05 
India - Mobile - Privately Run,9189669, $0.05 
India - Mobile - Privately Run,9172848, $0.05 
India - Mobile - Privately Run,9177450, $0.05 
India - Mobile - Privately Run,9181540, $0.05 
India - Mobile - Privately Run,9184439, $0.05 
India - Mobile - Privately Run,9186400, $0.05 
India - Mobile - Privately Run,919917, $0.05 
India - Mobile - Privately Run,91510, $0.05 
India - Mobile - Privately Run,9172849, $0.05 
India - Mobile - Privately Run,9177458, $0.05 
India - Mobile - Privately Run,9181548, $0.05 
India - Mobile - Privately Run,9184440, $0.05 
India - Mobile - Privately Run,9186408, $0.05 
India - Mobile - Privately Run,9172850, $0.05 
India - Mobile - Privately Run,9177459, $0.05 
India - Mobile - Privately Run,9181549, $0.05 
India - Mobile - Privately Run,9184448, $0.05 
India - Mobile - Privately Run,9186409, $0.05 
India - Mobile - Privately Run,917265, $0.05 
India - Mobile - Privately Run,9172858, $0.05 
India - Mobile - Privately Run,9177460, $0.05 
India - Mobile - Privately Run,9181550, $0.05 
India - Mobile - Privately Run,9184449, $0.05 
India - Mobile - Privately Run,9186410, $0.05 
India - Mobile - Privately Run,917275, $0.05 
India - Mobile - Privately Run,9172859, $0.05 
India - Mobile - Privately Run,9177468, $0.05 
India - Mobile - Privately Run,9181558, $0.05 
India - Mobile - Privately Run,9184500, $0.05 
India - Mobile - Privately Run,9186418, $0.05 
India - Mobile - Privately Run,917276, $0.05 
India - Mobile - Privately Run,9172860, $0.05 
India - Mobile - Privately Run,9177469, $0.05 
India - Mobile - Privately Run,9181559, $0.05 
India - Mobile - Privately Run,9184508, $0.05 
India - Mobile - Privately Run,9186419, $0.05 
India - Mobile - Privately Run,917277, $0.05 
India - Mobile - Privately Run,9172868, $0.05 
India - Mobile - Privately Run,9177470, $0.05 
India - Mobile - Privately Run,9181560, $0.05 
India - Mobile - Privately Run,9184588, $0.05 
India - Mobile - Privately Run,9186420, $0.05 
India - Mobile - Privately Run,917278, $0.05 
India - Mobile - Privately Run,9172869, $0.05 
India - Mobile - Privately Run,9177478, $0.05 
India - Mobile - Privately Run,9181568, $0.05 
India - Mobile - Privately Run,9184589, $0.05 
India - Mobile - Privately Run,9186428, $0.05 
India - Mobile - Privately Run,917293, $0.05 
India - Mobile - Privately Run,9172870, $0.05 
India - Mobile - Privately Run,9177479, $0.05 
India - Mobile - Privately Run,9181569, $0.05 
India - Mobile - Privately Run,9184610, $0.05 
India - Mobile - Privately Run,9186429, $0.05 
India - Mobile - Privately Run,917298, $0.05 
India - States,91838, $0.05 
India - States,91839, $0.05 
India - States,9184, $0.05 
India - States,9185, $0.05 
India - States,9186, $0.05 
India - States,9187, $0.05 
India - States,9188, $0.05 
India - States,9189, $0.05 
India - States,9116, $0.05 
India - States,9117, $0.05 
India - States,9118, $0.05 
India - States,9126, $0.05 
India - States,9127, $0.05 
India - States,9128, $0.05 
India - States,9141, $0.05 
India - States,9142, $0.05 
India - States,9143, $0.05 
India - States,9145, $0.05 
India - States,9146, $0.05 
India - States,9147, $0.05 
India - States,9148, $0.05 
India - States,9149, $0.05 
India - States,9181, $0.05 
India - States,9182, $0.05 
India - States,91830, $0.05 
India - States,91831, $0.05 
India - States,91833, $0.05 
India - States,91835, $0.05 
India - States,91836, $0.05 
India - States,91837, $0.05 
Indonesia,62, $0.11 
Indonesia - Jakarta,6221, $0.05 
Indonesia - Major Cities,6222, $0.08 
Indonesia - Major Cities,62251, $0.08 
Indonesia - Major Cities,62341, $0.08 
Indonesia - Major Cities,62361, $0.08 
Indonesia - Major Cities,62411, $0.08 
Indonesia - Major Cities,6261, $0.08 
Indonesia - Major Cities,62778, $0.08 
Indonesia - Mobile,628, $0.12 
Indonesia - Mobile - Indosat,62814, $0.12 
Indonesia - Mobile - Indosat,62815, $0.12 
Indonesia - Mobile - Indosat,62816, $0.12 
Indonesia - Mobile - Indosat,62855, $0.12 
Indonesia - Mobile - Indosat,62856, $0.12 
Indonesia - Mobile - Indosat,62857, $0.12 
Indonesia - Mobile - Indosat,62858, $0.12 
Indonesia - Mobile - Telkomsel,62811, $0.12 
Indonesia - Mobile - Telkomsel,62812, $0.12 
Indonesia - Mobile - Telkomsel,62813, $0.12 
Indonesia - Mobile - Telkomsel,62821, $0.12 
Indonesia - Mobile - Telkomsel,62822, $0.12 
Indonesia - Mobile - Telkomsel,62823, $0.12 
Indonesia - Mobile - Telkomsel,62851, $0.12 
Indonesia - Mobile - Telkomsel,62852, $0.12 
Indonesia - Mobile - Telkomsel,62853, $0.12 
Indonesia - Mobile - XL,62833, $0.12 
Indonesia - Mobile - XL,62838, $0.12 
Indonesia - Mobile - XL,62817, $0.12 
Indonesia - Mobile - XL,62818, $0.12 
Indonesia - Mobile - XL,62819, $0.12 
Indonesia - Mobile - XL,62859, $0.12 
Indonesia - Mobile - XL,62877, $0.12 
Indonesia - Mobile - XL,62878, $0.12 
Indonesia - Mobile - XL,62831, $0.12 
Indonesia - Mobile - XL,62832, $0.12 
Indonesia - Surabaya,6231, $0.05 
Inmarsat,870, $11.03 
Inmarsat - Aero,8705, $7.37 
Inmarsat - B,87030, $2.93 
Inmarsat - B,87031, $2.93 
Inmarsat - B,87032, $2.93 
Inmarsat - B,87033, $2.93 
Inmarsat - B,87034, $2.93 
Inmarsat - B,87035, $2.93 
Inmarsat - B,87036, $2.93 
Inmarsat - B,87037, $2.93 
Inmarsat - B,87038, $2.93 
Inmarsat - B HSD,87039, $14.22 
Inmarsat - BGAN,87077, $7.18 
Inmarsat - BGAN HSD,87078, $10.53 
Inmarsat - GAN/Fleet/Swift64 HSD,87060, $11.31 
Inmarsat - M,87061, $2.44 
Inmarsat - M,87062, $2.44 
Inmarsat - M,87063, $2.44 
Inmarsat - M,87064, $2.44 
Inmarsat - M,87065, $2.44 
Inmarsat - M,87066, $2.44 
Inmarsat - M,87067, $2.44 
Inmarsat - M,87068, $2.44 
Inmarsat - M,87069, $2.44 
Inmarsat - Mini-M/GAN/Fleet/Swift64,87076, $2.35 
Ireland,353, $0.02 
Ireland - Dublin,3531, $0.02 
Ireland - Mobile,3538, $0.36 
Ireland - Mobile - H3G,35383, $0.14 
Ireland - Mobile - Meteor,35385, $0.13 
Ireland - Mobile - O2,35386, $0.11 
Ireland - Mobile - Tesco,3538941, $0.36 
Ireland - Mobile - Tesco,3538942, $0.36 
Ireland - Mobile - Tesco,3538943, $0.36 
Ireland - Mobile - Tesco,3538944, $0.36 
Ireland - Mobile - Tesco,3538945, $0.36 
Ireland - Mobile - Tesco,3538946, $0.36 
Ireland - Mobile - Tesco,3538947, $0.36 
Ireland - Mobile - Tesco,35389541, $0.36 
Ireland - Mobile - Tesco,35389542, $0.36 
Ireland - Mobile - Tesco,35389543, $0.36 
Ireland - Mobile - Tesco,35389544, $0.36 
Ireland - Mobile - Tesco,35389545, $0.36 
Ireland - Mobile - Tesco,35389546, $0.36 
Ireland - Mobile - Tesco,35389547, $0.36 
Ireland - Mobile - Vodafone,35387, $0.15 
Ireland - Universal Access,353818, $0.64 
Ireland - VOIP,35376, $0.18 
Ireland toll-free,3531800, $0.00 
Iridium,881, $7.53 
Iridium - Fixed,8816, $9.18 
Iridium - Fixed,8817, $9.18 
Iridium - Globalstar,8818, $6.50 
Iridium - Globalstar,8819, $6.50 
Israel,972, $0.02 
Israel - Mobile,9721515, $0.07 
Israel - Mobile,9721535, $0.07 
Israel - Mobile,97250, $0.07 
Israel - Mobile,97251, $0.07 
Israel - Mobile,97252, $0.07 
Israel - Mobile,97253, $0.07 
Israel - Mobile,97254, $0.07 
Israel - Mobile,97255, $0.07 
Israel - Mobile,97257, $0.07 
Israel - Mobile,97258, $0.07 
Israel - Mobile - Palestine Region,97256, $0.40 
Israel - Mobile - Palestine Region,97259, $0.40 
Israel - Palestine Region,97222, $0.40 
Israel - Palestine Region,97242, $0.40 
Israel - Palestine Region,97282, $0.40 
Israel - Palestine Region,97292, $0.40 
Italy,39, $0.02 
Italy - Ita Mobile,39351, $0.64 
Italy - Ita Mobile,39382, $0.64 
Italy - Ita Mobile,39350, $0.64 
Italy - Ita Mobile,39381, $0.64 
Italy - Ita Mobile,393711, $0.64 
Italy - Ita Mobile,393710, $0.64 
Italy - Ita Mobile,39355, $0.64 
Italy - Mobile,393, $0.63 
Italy - Mobile - H3G,39373, $0.47 
Italy - Mobile - H3G,39390, $0.47 
Italy - Mobile - H3G,39391, $0.47 
Italy - Mobile - H3G,39392, $0.47 
Italy - Mobile - H3G,39393, $0.47 
Italy - Mobile - H3G,39397, $0.47 
Italy - Mobile - Iliad,393515, $0.64 
Italy - Mobile - Iliad,393516, $0.64 
Italy - Mobile - Iliad,393517, $0.64 
Italy - Mobile - Iliad,393518, $0.64 
Italy - Mobile - Iliad,393519, $0.64 
Italy - Mobile - Other,39310, $0.64 
Italy - Mobile - Other,39313, $0.64 
Italy - Mobile - Other,39319, $0.64 
Italy - Mobile - Other,39740, $0.64 
Italy - Mobile - Telecom Italia,393783, $0.38 
Italy - Mobile - Telecom Italia,39330, $0.38 
Italy - Mobile - Telecom Italia,39331, $0.38 
Italy - Mobile - Telecom Italia,39333, $0.38 
Italy - Mobile - Telecom Italia,39334, $0.38 
Italy - Mobile - Telecom Italia,39335, $0.38 
Italy - Mobile - Telecom Italia,39336, $0.38 
Italy - Mobile - Telecom Italia,39337, $0.38 
Italy - Mobile - Telecom Italia,39338, $0.38 
Italy - Mobile - Telecom Italia,39339, $0.38 
Italy - Mobile - Telecom Italia,39360, $0.38 
Italy - Mobile - Telecom Italia,39361, $0.38 
Italy - Mobile - Telecom Italia,39362, $0.38 
Italy - Mobile - Telecom Italia,39363, $0.38 
Italy - Mobile - Telecom Italia,39366, $0.38 
Italy - Mobile - Telecom Italia,39368, $0.38 
Italy - Mobile - Telecom Italia,39370, $0.38 
Italy - Mobile - Telecom Italia,39385, $0.38 
Italy - Mobile - Vodafone,3934, $0.38 
Italy - Mobile - Vodafone,39377, $0.38 
Italy - Mobile - Vodafone,39383, $0.38 
Italy - Mobile - Wind,39320, $0.46 
Italy - Mobile - Wind,39322, $0.46 
Italy - Mobile - Wind,39323, $0.46 
Italy - Mobile - Wind,39324, $0.46 
Italy - Mobile - Wind,39327, $0.46 
Italy - Mobile - Wind,39328, $0.46 
Italy - Mobile - Wind,39329, $0.46 
Italy - Mobile - Wind,39380, $0.46 
Italy - Mobile - Wind,39388, $0.46 
Italy - Mobile - Wind,39389, $0.46 
Ivory Coast,225, $0.74 
Ivory Coast - Abidjan,2252, $0.74 
Ivory Coast - Mobile - Moov,22550, $0.64 
Ivory Coast - Mobile - Moov,22553, $0.64 
Ivory Coast - Mobile - Moov,22571, $0.64 
Ivory Coast - Mobile - Moov,22572, $0.64 
Ivory Coast - Mobile - Moov,22573, $0.64 
Ivory Coast - Mobile - Moov,22501, $0.64 
Ivory Coast - Mobile - Moov,22502, $0.64 
Ivory Coast - Mobile - Moov,22503, $0.64 
Ivory Coast - Mobile - Moov,22540, $0.64 
Ivory Coast - Mobile - Moov,22541, $0.64 
Ivory Coast - Mobile - Moov,22542, $0.64 
Ivory Coast - Mobile - Moov,22543, $0.64 
Ivory Coast - Mobile - Moov,22551, $0.64 
Ivory Coast - Mobile - Moov,22552, $0.64 
Ivory Coast - Mobile - MTN,22574, $0.72 
Ivory Coast - Mobile - MTN,22584, $0.72 
Ivory Coast - Mobile - MTN,22585, $0.72 
Ivory Coast - Mobile - MTN,22586, $0.72 
Ivory Coast - Mobile - MTN,22564, $0.72 
Ivory Coast - Mobile - MTN,22565, $0.72 
Ivory Coast - Mobile - MTN,22566, $0.72 
Ivory Coast - Mobile - MTN,22504, $0.72 
Ivory Coast - Mobile - MTN,22505, $0.72 
Ivory Coast - Mobile - MTN,22506, $0.72 
Ivory Coast - Mobile - MTN,22544, $0.72 
Ivory Coast - Mobile - MTN,22545, $0.72 
Ivory Coast - Mobile - MTN,22546, $0.72 
Ivory Coast - Mobile - MTN,22554, $0.72 
Ivory Coast - Mobile - MTN,22555, $0.72 
Ivory Coast - Mobile - MTN,22556, $0.72 
Ivory Coast - Mobile - MTN,22575, $0.70 
Ivory Coast - Mobile - MTN,22576, $0.72 
Ivory Coast - Mobile - Orange,22567, $0.78 
Ivory Coast - Mobile - Orange,22588, $0.78 
Ivory Coast - Mobile - Orange,22568, $0.78 
Ivory Coast - Mobile - Orange,22569, $0.78 
Ivory Coast - Mobile - Orange,22507, $0.78 
Ivory Coast - Mobile - Orange,22508, $0.78 
Ivory Coast - Mobile - Orange,22509, $0.78 
Ivory Coast - Mobile - Orange,22547, $0.78 
Ivory Coast - Mobile - Orange,22548, $0.78 
Ivory Coast - Mobile - Orange,22549, $0.78 
Ivory Coast - Mobile - Orange,22557, $0.78 
Ivory Coast - Mobile - Orange,22558, $0.78 
Ivory Coast - Mobile - Orange,22559, $0.78 
Ivory Coast - Mobile - Orange,22577, $0.78 
Ivory Coast - Mobile - Orange,22578, $0.78 
Ivory Coast - Mobile - Orange,22579, $0.78 
Ivory Coast - Mobile - Orange,22587, $0.78 
Ivory Coast - Mobile - Orange,22589, $0.78 
Ivory Coast - Mobile - Oricell,22560, $0.50 
Ivory Coast - Mobile - Oricell,22561, $0.50 
Ivory Coast - Premium Rate Services,2252170, $1.96 
Ivory Coast - Premium Rate Services,22590409, $1.96 
Ivory Coast - Special Services,2256988, $3.78 
Jamaica,1876, $0.44 
Jamaica - Mobile - CW,1876210, $0.43 
Jamaica - Mobile - CW,1876310, $0.43 
Jamaica - Mobile - CW,1876312, $0.43 
Jamaica - Mobile - CW,1876313, $0.43 
Jamaica - Mobile - CW,1876314, $0.43 
Jamaica - Mobile - CW,1876315, $0.43 
Jamaica - Mobile - CW,1876316, $0.43 
Jamaica - Mobile - CW,1876317, $0.43 
Jamaica - Mobile - CW,1876318, $0.43 
Jamaica - Mobile - CW,1876319, $0.43 
Jamaica - Mobile - CW,187632, $0.43 
Jamaica - Mobile - CW,187633, $0.43 
Jamaica - Mobile - CW,187634, $0.43 
Jamaica - Mobile - CW,1876501, $0.43 
Jamaica - Mobile - CW,1876502, $0.43 
Jamaica - Mobile - CW,1876510, $0.43 
Jamaica - Mobile - CW,1876512, $0.43 
Jamaica - Mobile - CW,1876513, $0.43 
Jamaica - Mobile - CW,1876517, $0.43 
Jamaica - Mobile - CW,1876518, $0.43 
Jamaica - Mobile - CW,1876519, $0.43 
Jamaica - Mobile - CW,187653, $0.43 
Jamaica - Mobile - CW,187654, $0.43 
Jamaica - Mobile - CW,1876563, $0.43 
Jamaica - Mobile - CW,1876700, $0.43 
Jamaica - Mobile - CW,1876707, $0.43 
Jamaica - Mobile - CW,187677, $0.43 
Jamaica - Mobile - CW,1876781, $0.43 
Jamaica - Mobile - CW,1876782, $0.43 
Jamaica - Mobile - CW,1876783, $0.43 
Jamaica - Mobile - CW,1876784, $0.43 
Jamaica - Mobile - CW,1876787, $0.43 
Jamaica - Mobile - CW,1876788, $0.43 
Jamaica - Mobile - CW,1876789, $0.43 
Jamaica - Mobile - CW,1876790, $0.43 
Jamaica - Mobile - CW,1876791, $0.43 
Jamaica - Mobile - CW,1876792, $0.43 
Jamaica - Mobile - CW,1876793, $0.43 
Jamaica - Mobile - CW,1876796, $0.43 
Jamaica - Mobile - CW,1876797, $0.43 
Jamaica - Mobile - CW,1876798, $0.43 
Jamaica - Mobile - CW,1876799, $0.43 
Jamaica - Mobile - CW,1876801, $0.43 
Jamaica - Mobile - CW,1876802, $0.43 
Jamaica - Mobile - CW,1876803, $0.43 
Jamaica - Mobile - CW,1876804, $0.43 
Jamaica - Mobile - CW,1876805, $0.43 
Jamaica - Mobile - CW,1876806, $0.43 
Jamaica - Mobile - CW,1876807, $0.43 
Jamaica - Mobile - CW,1876808, $0.43 
Jamaica - Mobile - CW,1876809, $0.43 
Jamaica - Mobile - CW,1876810, $0.43 
Jamaica - Mobile - CW,1876812, $0.43 
Jamaica - Mobile - CW,1876813, $0.43 
Jamaica - Mobile - CW,1876814, $0.43 
Jamaica - Mobile - CW,1876815, $0.43 
Jamaica - Mobile - CW,1876816, $0.43 
Jamaica - Mobile - CW,1876817, $0.43 
Jamaica - Mobile - CW,1876818, $0.43 
Jamaica - Mobile - CW,1876819, $0.43 
Jamaica - Mobile - CW,187682, $0.43 
Jamaica - Mobile - CW,187683, $0.43 
Jamaica - Mobile - CW,1876909, $0.43 
Jamaica - Mobile - CW,1876919, $0.43 
Jamaica - Mobile - CW,1876990, $0.43 
Jamaica - Mobile - CW,1876995, $0.43 
Jamaica - Mobile - CW,1876997, $0.43 
Jamaica - Mobile - CW,1876999, $0.43 
Jamaica - Mobile - Digicel,187636, $0.41 
Jamaica - Mobile - Digicel,187637, $0.41 
Jamaica - Mobile - Digicel,187638, $0.41 
Jamaica - Mobile - Digicel,187639, $0.41 
Jamaica - Mobile - Digicel,1876401, $0.41 
Jamaica - Mobile - Digicel,1876402, $0.41 
Jamaica - Mobile - Digicel,1876403, $0.41 
Jamaica - Mobile - Digicel,1876404, $0.41 
Jamaica - Mobile - Digicel,1876405, $0.41 
Jamaica - Mobile - Digicel,1876406, $0.41 
Jamaica - Mobile - Digicel,1876407, $0.41 
Jamaica - Mobile - Digicel,1876408, $0.41 
Jamaica - Mobile - Digicel,1876409, $0.41 
Jamaica - Mobile - Digicel,187641, $0.41 
Jamaica - Mobile - Digicel,187642, $0.41 
Jamaica - Mobile - Digicel,187643, $0.41 
Jamaica - Mobile - Digicel,187644, $0.41 
